,permit_id_activity,activity_id,title,assigned_to,done_by,status_activity,date_requested,target_date,received_date,permit_id,name,address,application_date,project_name,status,description,geopoint,county
0,BLD2019-54014,201903221340404800,(F) PRINT JOB CARD,Unknown,YLA,DONE,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-03-22,BLD2019-54014,OSBOR NE CINDY </br>OSBOR NE TODD </br>,2406 RAMKE PL ,2019-03-11,Unknown,FNL,Kitchen remodel as per plan and upgrade service panel 200 amps,"[-121.9646633, 37.3366525]",Santa Clara
1,BLD2019-54014,201903221341211150,(F) REPRINT PERMIT,Unknown,YLA,DONE,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-03-22,BLD2019-54014,OSBOR NE CINDY </br>OSBOR NE TODD </br>,2406 RAMKE PL ,2019-03-11,Unknown,FNL,Kitchen remodel as per plan and upgrade service panel 200 amps,"[-121.9646633, 37.3366525]",Santa Clara
2,BLD2019-54014,201903111336350170,APPLICATION RECEIVED,Unknown,YLA,DONE,1970-01-01 00:00:00,2019-03-11,2019-03-11,BLD2019-54014,OSBOR NE CINDY </br>OSBOR NE TODD </br>,2406 RAMKE PL ,2019-03-11,Unknown,FNL,Kitchen remodel as per plan and upgrade service panel 200 amps,"[-121.9646633, 37.3366525]",Santa Clara
3,BLD2019-54014,201903111336548990,688 PLAN BIN,Unknown,YLA,DONE,2019-03-11,1970-01-01 00:00:00,2019-03-11,BLD2019-54014,OSBOR NE CINDY </br>OSBOR NE TODD </br>,2406 RAMKE PL ,2019-03-11,Unknown,FNL,Kitchen remodel as per plan and upgrade service panel 200 amps,"[-121.9646633, 37.3366525]",Santa Clara
4,BLD2019-54014,201903111337168850,608a BLDG PLAN  REV O.C.,Unknown,MNGU,DONE,2019-03-11,1970-01-01 00:00:00,2019-03-11,BLD2019-54014,OSBOR NE CINDY </br>OSBOR NE TODD </br>,2406 RAMKE PL ,2019-03-11,Unknown,FNL,Kitchen remodel as per plan and upgrade service panel 200 amps,"[-121.9646633, 37.3366525]",Santa Clara
5,BLD2019-54014,201903111337331510,(F) ISSUE  PERMIT,Unknown,YLA,DONE,1970-01-01 00:00:00,2019-03-11,2019-03-11,BLD2019-54014,OSBOR NE CINDY </br>OSBOR NE TODD </br>,2406 RAMKE PL ,2019-03-11,Unknown,FNL,Kitchen remodel as per plan and upgrade service panel 200 amps,"[-121.9646633, 37.3366525]",Santa Clara
6,BLD2019-54014,201903111337417290,(F) PRINT JOB CARD,Unknown,YLA,DONE,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-03-11,BLD2019-54014,OSBOR NE CINDY </br>OSBOR NE TODD </br>,2406 RAMKE PL ,2019-03-11,Unknown,FNL,Kitchen remodel as per plan and upgrade service panel 200 amps,"[-121.9646633, 37.3366525]",Santa Clara
7,BLD2019-54014,201903111343040210,PERMIT CENTER COMMENT,Unknown,YLA,DONE,2019-03-11,1970-01-01 00:00:00,2019-03-11,BLD2019-54014,OSBOR NE CINDY </br>OSBOR NE TODD </br>,2406 RAMKE PL ,2019-03-11,Unknown,FNL,Kitchen remodel as per plan and upgrade service panel 200 amps,"[-121.9646633, 37.3366525]",Santa Clara
8,BLD2019-54014,20190319153244HE4,307 ROUGH PLUMBING,DSTO,DSTO,PASS,2019-03-19,2019-03-28,2019-03-28,BLD2019-54014,OSBOR NE CINDY </br>OSBOR NE TODD </br>,2406 RAMKE PL ,2019-03-11,Unknown,FNL,Kitchen remodel as per plan and upgrade service panel 200 amps,"[-121.9646633, 37.3366525]",Santa Clara
9,BLD2019-54014,201903191538298270,210 ROUGH ELECTRICAL,DSTO,DSTO,PASS,2019-03-19,2019-03-28,2019-03-28,BLD2019-54014,OSBOR NE CINDY </br>OSBOR NE TODD </br>,2406 RAMKE PL ,2019-03-11,Unknown,FNL,Kitchen remodel as per plan and upgrade service panel 200 amps,"[-121.9646633, 37.3366525]",Santa Clara
